"Filename","Title","Category ID","Category","Path"
"1606998900.jpg","The Complete Crepax: Dracula, Frankenstein, And Other Horror Stories (The Complete Crepax)","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1606998900.jpg"
"1421519844.jpg","Slam Dunk, Vol. 2","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1421519844.jpg"
"1421528622.jpg","Slam Dunk, Vol. 7","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1421528622.jpg"
"0606356061.jpg","Riders Of Berk: Dangers Of The Deep (Turtleback School & Library Binding Edition) (How to Train Your Dragon Graphic Novels)","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/0606356061.jpg"
"1401253350.jpg","Batman Vol. 5: Zero Year - Dark City (The New 52) (Batman (DC Comics Paperback))","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1401253350.jpg"
"1632150166.jpg","Southern Bastards Volume 1: Here Was a Man","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1632150166.jpg"
"1568984308.jpg","You Are Here: Personal Geographies and Other Maps of the Imagination","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1568984308.jpg"
"1616551275.jpg","Buffy the Vampire Slayer Season 8 Library Edition Volume 4","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1616551275.jpg"
"030740577X.jpg","The Zombie Survival Guide: Recorded Attacks","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/030740577X.jpg"
"1613280610.jpg","Exodus","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1613280610.jpg"
"0345526082.jpg","Garfield Cleans His Plate: His 60th Book","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/0345526082.jpg"
"0316245917.jpg","Another","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/0316245917.jpg"
"2746713772.jpg","Mon ÁE©tonnant Fumo Fumo (French Edition)","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/2746713772.jpg"
"1632154471.jpg","The Fade Out Volume 2 (Fade Out Tp)","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1632154471.jpg"
"1421584417.jpg","Naruto: Shikamaru's Story","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1421584417.jpg"
"0809057395.jpg","The 9/11 Report: A Graphic Adaptation","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/0809057395.jpg"
"0981954286.jpg","The Hillary Clinton Story: How a Girl with a Vision rose to the Center Stage of the World (Great Hero Series)","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/0981954286.jpg"
"1401220843.jpg","Transmetropolitan, Vol. 1: Back on the Street","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1401220843.jpg"
"1593271964.jpg","The Manga Guide to Physics","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1593271964.jpg"
"8484313905.jpg","Como dibujar manga 3 Aplicacion y practica / How to Draw Manga 3 Compiling Application and Practice (Spanish Edition)","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/8484313905.jpg"
"1561637068.jpg","Persia Blues, Volume 1: Leaving Home","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1561637068.jpg"
"0312200404.jpg","Ethan Exposed: Further Adventures From Ethan Green's Unfabulous Social Life","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/0312200404.jpg"
"0345404475.jpg","Do Androids Dream of Electric Sheep?","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/0345404475.jpg"
"1626922063.jpg","Magical Girl Apocalypse Vol. 5","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1626922063.jpg"
"0974035300.jpg","Unshelved","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/0974035300.jpg"
"1421519232.jpg","Naoki Urasawa's 20th Century Boys, Vol. 4","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1421519232.jpg"
"0271071028.jpg","My Degeneration: A Journey Through Parkinson's (Graphic Medicine)","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/0271071028.jpg"
"1421528541.jpg","The Prince of Tennis, Vol. 42","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1421528541.jpg"
"1421549794.jpg","One Piece, Vol. 65","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1421549794.jpg"
"1897299788.jpg","Moomin Book Four: The Complete Tove Jansson Comic Strip","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1897299788.jpg"
"B00APPEFK6.jpg","Animerica Extra Vol. 3 No. 11","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/B00APPEFK6.jpg"
"1941220215.jpg","Ajin, Volume 3: Demi-Human","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1941220215.jpg"
"1941220525.jpg","Witchcraft Works, Volume 7","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1941220525.jpg"
"1401228283.jpg","Get Jiro!","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1401228283.jpg"
"1612626785.jpg","Attack on Titan 12","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1612626785.jpg"
"1608867188.jpg","Hexed: The Harlot & The Thief Vol. 1","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1608867188.jpg"
"1598167227.jpg","JUNJO ROMANTICA Volume 4: (Yaoi) (v. 4)","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1598167227.jpg"
"0786466553.jpg","Witch Hunts: A Graphic History of the Burning Times","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/0786466553.jpg"
"1632152320.jpg","Nailbiter Volume 2: Bloody Hands (Nailbiter Tp)","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1632152320.jpg"
"0983120587.jpg","Dragon Ball Culture Volume 1: Origin","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/0983120587.jpg"
"0805242597.jpg","Unterzakhn","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/0805242597.jpg"
"092927959X.jpg","Nausicaa of the Valley of the Wind, Vol. 2","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/092927959X.jpg"
"0545314801.jpg","Bad Island","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/0545314801.jpg"
"1608866874.jpg","Lumberjanes Vol. 1","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1608866874.jpg"
"1421533278.jpg","Slam Dunk, Vol. 20","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1421533278.jpg"
"1593077467.jpg","Berserk, Vol. 21","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1593077467.jpg"
"1421564491.jpg","Nisekoi: False Love, Vol. 3: What's in a Name?","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1421564491.jpg"
"1613777345.jpg","Ben 10 Classics Volume 1: Ben Here Before","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1613777345.jpg"
"1401258808.jpg","Y The Last Man Book Three","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1401258808.jpg"
"0393088804.jpg","The Great War: July 1, 1916: The First Day of the Battle of the Somme","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/0393088804.jpg"
"0316336521.jpg","Triage X, Vol. 8","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/0316336521.jpg"
"1421520753.jpg","Rurouni Kenshin, Vol. 3, Vizbig  Edition","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1421520753.jpg"
"1101935170.jpg","Where's Woodstock? (Peanuts) (Little Golden Book)","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1101935170.jpg"
"140123769X.jpg","Fables, Vol. 18: Cubs in Toyland","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/140123769X.jpg"
"0760348618.jpg","Rare Books Uncovered: True Stories of Fantastic Finds in Unlikely Places","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/0760348618.jpg"
"1620102153.jpg","Princess Ugg Volume 2 (Princess Ugg Tp)","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1620102153.jpg"
"1631405306.jpg","Walt Disney's Donald Duck: The Sunday Newspaper Comics Volume 1","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1631405306.jpg"
"1421564238.jpg","Crimson Spell, Vol. 3","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1421564238.jpg"
"1600092969.jpg","Totally Captivated Volume 4 (v. 4)","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1600092969.jpg"
"0785190139.jpg","Captain Marvel Volume 1: Higher, Further, Faster, More","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/0785190139.jpg"
"1608867676.jpg","Mouse Guard: Legends of the Guard Volume 3","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1608867676.jpg"
"1936097109.jpg","25 Years of Pickles","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1936097109.jpg"
"1401237371.jpg","Absolute Batman & Robin: Batman Reborn","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1401237371.jpg"
"1607067986.jpg","The Walking Dead Book 9","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1607067986.jpg"
"1401258093.jpg","Graphic Ink: The DC Comics Art of Darwyn Cooke","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1401258093.jpg"
"1401242790.jpg","Fables: The Deluxe Edition Book Eight","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1401242790.jpg"
"1606997327.jpg","Young Romance 2","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1606997327.jpg"
"0785185429.jpg","Immortal Iron Fist: The Complete Collection Volume 1","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/0785185429.jpg"
"1416552359.jpg","Potential: The High School Comic Chronicles of Ariel Schrag (High School Chronicles of Ariel Schrag)","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1416552359.jpg"
"177046168X.jpg","Pippi Won't Grow Up","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/177046168X.jpg"
"1608867471.jpg","Jim Henson's Storyteller: Witches (Jim Henson's the Storyteller)","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1608867471.jpg"
"1484723929.jpg","An Animator's Gallery: Eric Goldberg Draws the Disney Characters (Disney Editions Deluxe)","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1484723929.jpg"
"163215479X.jpg","Injection Volume 1 (Injection Tp)","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/163215479X.jpg"
"1770462104.jpg","Shigeru Mizuki's Hitler","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1770462104.jpg"
"1595829148.jpg","Serenity: Those Left Behind 2nd Edition","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1595829148.jpg"
"1616553561.jpg","Edgar Allan Poe's Spirits of the Dead","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1616553561.jpg"
"1620102684.jpg","The Sixth Gun: Dust to Death","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1620102684.jpg"
"1612625975.jpg","My Little Monster 1","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1612625975.jpg"
"1517242010.jpg","Coloring Books For Adults - Cats Mandalas (Animals & Mandalas )","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1517242010.jpg"
"B00DPAKS5O.jpg","Pokemon: The Electric Tale of Pikachu #1, 2, 3 and 4","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/B00DPAKS5O.jpg"
"1594770689.jpg","Healing Love through the Tao: Cultivating Female Sexual Energy","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1594770689.jpg"
"1421582643.jpg","Seraph of the End, Vol. 7: Vampire Reign","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1421582643.jpg"
"1632290723.jpg","Zombie Tramp TP (Zombie Tramp Ongoing Tp)","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1632290723.jpg"
"1935429108.jpg","Air Gear 19","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1935429108.jpg"
"0786495413.jpg","How Zombies Conquered Popular Culture: The Multifarious Walking Dead in the 21st Century (Contributions to Zombie Studies)","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/0786495413.jpg"
"1607740362.jpg","Pat the Zombie: A Cruel (Adult) Spoof","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1607740362.jpg"
"1770461760.jpg","Jerusalem: Chronicles from the Holy City","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1770461760.jpg"
"1609420950.jpg","A Study in Scarlet","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1609420950.jpg"
"1507642172.jpg","Everette Hartsoe's RAZOR:SCARS ART GALLERY","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1507642172.jpg"
"0983639752.jpg","Habemus Papam! Pope Benedict XVI","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/0983639752.jpg"
"1606997874.jpg","The Complete Zap Comix Boxed Set","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1606997874.jpg"
"1569709025.jpg","Hybrid Child (Yaoi)","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1569709025.jpg"
"0810998688.jpg","Transformers Vault: Showcasing Rare Collectibles and Memorabilia","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/0810998688.jpg"
"1613280645.jpg","Esther","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1613280645.jpg"
"142158316X.jpg","Claymore Complete Box Set: Volumes 1-27 with Premium","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/142158316X.jpg"
"161655567X.jpg","Samurai Executioner Omnibus Volume 4","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/161655567X.jpg"
"1931160708.jpg","Dolltopia","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1931160708.jpg"
"1581809190.jpg","Colored Pencil Solution Book","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1581809190.jpg"
"0810990520.jpg","Hirschfeld's Hollywood: The Film Art of Al Hirschfeld","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/0810990520.jpg"
"0785193197.jpg","Star Wars: Lando","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/0785193197.jpg"
"1926918371.jpg","A Visit to Aunt Rita's: A Rework of an Original Female/Male Spanking Comic First Produced by NU-West/Leda in the 1980's","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1926918371.jpg"
"1421576015.jpg","All You Need is Kill (manga): 2-in-1 Edition","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1421576015.jpg"
"1517341655.jpg","Normandie-Niemen: Illustrated story on the famous Free French figther squadron in Russia during WW2 (Volume 1)","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1517341655.jpg"
"1560100842.jpg","Cartoon Animation (Collector's Series)","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1560100842.jpg"
"0867169427.jpg","Serra: American Founding Father","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/0867169427.jpg"
"1606994557.jpg","Prince Valiant, Vol. 4: 1943-1944","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1606994557.jpg"
"3867871019.jpg","Hot for Boys: The Sexy Adventures of Rogue","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/3867871019.jpg"
"1586558196.jpg","Baron Gong Battle Volume 6","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1586558196.jpg"
"144031473X.jpg","Draw More Furries: How to Create Anthropomorphic Fantasy Creatures","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/144031473X.jpg"
"0062024329.jpg","The Alchemist: A Graphic Novel","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/0062024329.jpg"
"1934794007.jpg","Good and Evil Part 3 (No Greater Joy)","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1934794007.jpg"
"160699431X.jpg","Love Selection (Hentai)","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/160699431X.jpg"
"0752866095.jpg","Asterix and the Banquet: Album #5 (Asterix (Orion Paperback)) (Bk. 5)","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/0752866095.jpg"
"1927668220.jpg","Dressing","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1927668220.jpg"
"037571457X.jpg","Persepolis: The Story of a Childhood","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/037571457X.jpg"
"162692192X.jpg","The Ancient Magus' Bride Vol. 2","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/162692192X.jpg"
"1935233343.jpg","Russian Olive To Red King","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1935233343.jpg"
"1401254624.jpg","Batman '66 Vol. 3","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1401254624.jpg"
"1936164043.jpg","Moses","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1936164043.jpg"
"1444004247.jpg","Asterix Omnibus 2: Includes Asterix the Gladiator #4, Asterix and the Banquet #5, Asterix and Cleopatra #6","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1444004247.jpg"
"1560976322.jpg","The Complete Peanuts 1950-1954 Box Set","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1560976322.jpg"
"1607748304.jpg","Things I've Said to My Children","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1607748304.jpg"
"1569701881.jpg","Finder Volume 3: One Wing in the View Finder (Yaoi)","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1569701881.jpg"
"0988814978.jpg","Palefire","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/0988814978.jpg"
"1421520818.jpg","Rurouni Kenshin, Vol. 9: Toward a New Era, Vizbig Edition","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1421520818.jpg"
"1401215815.jpg","The Joker","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1401215815.jpg"
"1517246652.jpg","Coloring Books For Adults - Snakes Mandalas (Animals & Mandalas )","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1517246652.jpg"
"1930315341.jpg","Legend of the Mantamaji: Book 1 (Legend of Mantamaji)","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1930315341.jpg"
"3867874239.jpg","Rebel with a Cause: Revenge in Sector 7","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/3867874239.jpg"
"1632154854.jpg","Nailbiter Volume 3: Blood in the Water (Nailbiter Tp)","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1632154854.jpg"
"B000UG4ZVE.jpg","Pulp: Manga for Grownups #11 Vol. 3 November 1999","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/B000UG4ZVE.jpg"
"0785149333.jpg","Dark Tower: The Gunslinger- The Battle of Tull","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/0785149333.jpg"
"156163994X.jpg","Religion: A Discovery in Comics","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/156163994X.jpg"
"0312384483.jpg","American Born Chinese","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/0312384483.jpg"
"1781169039.jpg","The Art of Assassin's Creed IV: Black Flag","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1781169039.jpg"
"0785116729.jpg","New Avengers Vol. 2: Sentry","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/0785116729.jpg"
"1421533367.jpg","Slam Dunk, Vol. 29","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1421533367.jpg"
"1782761055.jpg","The 6 Voyages of Lone Sloane Vol. 1","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1782761055.jpg"
"1607068826.jpg","The Walking Dead Volume 20: All Out War Part 1 TP","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1607068826.jpg"
"1596436174.jpg","Mastering Comics: Drawing Words & Writing Pictures Continued","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1596436174.jpg"
"1612620248.jpg","Attack on Titan 1","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1612620248.jpg"
"0316204897.jpg","Twilight: The Graphic Novel, Vol. 2 (The Twilight Saga)","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/0316204897.jpg"
"1414316836.jpg","Manga Melech","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1414316836.jpg"
"1419706896.jpg","How to Fake a Moon Landing: Exposing the Myths of Science Denial","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1419706896.jpg"
"142157781X.jpg","Nisekoi: False Love, Vol. 11","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/142157781X.jpg"
"1421564149.jpg","Deadman Wonderland, Vol. 6","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1421564149.jpg"
"1612626793.jpg","Attack on Titan 13","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1612626793.jpg"
"0486274268.jpg","The Art of Animal Drawing: Construction, Action Analysis, Caricature (Dover Art Instruction)","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/0486274268.jpg"
"1421536277.jpg","One Piece: East Blue 7-8-9","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1421536277.jpg"
"1612622763.jpg","Fairy Tail 1","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1612622763.jpg"
"1632154080.jpg","Invisible Republic Volume 1","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1632154080.jpg"
"1905692250.jpg","Beowulf: The Graphic Novel","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1905692250.jpg"
"1401225446.jpg","Saga of the Swamp Thing, Book 2","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1401225446.jpg"
"1401230016.jpg","The Flash: Rebirth","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1401230016.jpg"
"082644198X.jpg","Do The Gods Wear Capes?: Spirituality, Fantasy, and Superheroes (New Directions in Religion & Literature)","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/082644198X.jpg"
"1444011693.jpg","Asterix and the Picts","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1444011693.jpg"
"1927668050.jpg","Cat Person","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1927668050.jpg"
"1606998196.jpg","Cheech Wizard's Book of Me","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1606998196.jpg"
"1421523299.jpg","The Legend of Zelda, Vol. 3: Majora's Mask","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1421523299.jpg"
"1421564114.jpg","Deadman Wonderland, Vol. 3","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1421564114.jpg"
"140125151X.jpg","Y The Last Man Book One","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/140125151X.jpg"
"1401238386.jpg","Batman and Robin Vol. 1: Born to Kill (The New 52)","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1401238386.jpg"
"1421506661.jpg","The Prince of Tennis, Vol. 13 (v. 13)","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1421506661.jpg"
"1606997351.jpg","Prince Valiant, Vol. 9: 1953-1954","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1606997351.jpg"
"1421585650.jpg","One-Punch Man, Vol. 2","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1421585650.jpg"
"1616559802.jpg","The Art of Fallout 4","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1616559802.jpg"
"1593274238.jpg","Wonderful Life with the Elements: The Periodic Table Personified","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1593274238.jpg"
"1632152290.jpg","Sunstone Volume 2 OGN (Sunstone Tp)","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1632152290.jpg"
"0316185388.jpg","Service: A Navy SEAL at War","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/0316185388.jpg"
"1421579642.jpg","The Demon Prince of Momochi House, Vol. 3","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1421579642.jpg"
"1632154382.jpg","Saga Volume 5 (Saga Tp)","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1632154382.jpg"
"1440244987.jpg","Picker's Pocket Guide - Comic Books: How to Pick Antiques Like a Pro (Picker's Pocket Guides)","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1440244987.jpg"
"1401215653.jpg","Batman: Vampire","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1401215653.jpg"
"1421576821.jpg","Naruto, Vol. 68","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1421576821.jpg"
"156971519X.jpg","Little Annie Fanny, Volume 1","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/156971519X.jpg"
"1934129577.jpg","Velvet Kiss Volume 2 (Hentai Manga)","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1934129577.jpg"
"0785134735.jpg","DAREDEVIL BY FRANK MILLER & KLAUS JANSON VOL. 1","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/0785134735.jpg"
"1612620256.jpg","Attack on Titan 2","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1612620256.jpg"
"1609803809.jpg","The Graphic Canon, Vol. 3: From Heart of Darkness to Hemingway to Infinite Jest (The Graphic Canon Series)","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1609803809.jpg"
"0415843359.jpg","The Nine Old Men: Lessons, Techniques, and Inspiration from Disney's Great Animators","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/0415843359.jpg"
"0785193480.jpg","Star Wars: Episode IV: A New Hope","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/0785193480.jpg"
"0809033623.jpg","The Cartoon Introduction to Philosophy","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/0809033623.jpg"
"B0029NFWN6.jpg","Sex to Sexty # 32 (Early American)","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/B0029NFWN6.jpg"
"1421575930.jpg","Master Keaton, Vol. 4","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1421575930.jpg"
"1616554894.jpg","Serenity: Leaves on the Wind","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1616554894.jpg"
"1624590411.jpg","PINK BUNNY PLAY TIME (HENTAI MANGA)","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1624590411.jpg"
"9561311852.jpg","Doña Barbara","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/9561311852.jpg"
"1628750847.jpg","We Can Never Go Home","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1628750847.jpg"
"1935259237.jpg","Divas, Dames & Daredevils: Lost Heroines of Golden Age Comics","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1935259237.jpg"
"1616557729.jpg","Prometheus: The Complete Fire and Stone","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1616557729.jpg"
"1449447155.jpg","The Superman Files","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1449447155.jpg"
"1554072700.jpg","Graphic Witness: Four Wordless Graphic Novels by Frans Masereel, Lynd Ward, Giacomo Patri and Laurence Hyde","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1554072700.jpg"
"1401252796.jpg","Preacher Book Six (Preacher (DC Comics))","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1401252796.jpg"
"1421539640.jpg","Death Note Black Edition, Vol. 1","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1421539640.jpg"
"1607066165.jpg","The Walking Dead Omnibus, Vol. 4","5","Comics & Graphic Novels","images_train/Comics & Graphic Novels/1607066165.jpg"
